"Part Number","Tariff Code","Hazard/Dangerous Code","Dealer Net Price","Flat Fee","Large Tracks Charge","Regular Tracks Charge","Tires ATV Large Charge","Tires ATV Small Charge","Tires MC Charge","Wheels ATV Charge","Wheels MC Charge"
1861-1801,,None,N,Y,N,N,N,N,N,N,N
1861-1804,,None,Y,Y,N,N,N,N,N,N,N
1861-1805,,None,Y,Y,N,N,N,N,N,N,N
1861-1806,,None,Y,Y,N,N,N,N,N,N,N
1861-1815,,None,Y,Y,N,N,N,N,N,N,N
1861-1826,,None,N,Y,N,N,N,N,N,N,N
1861-1828,,None,Y,Y,N,N,N,N,N,N,N
1861-1829,,None,Y,Y,N,N,N,N,N,N,N
1861-1830,,None,Y,Y,N,N,N,N,N,N,N
1861-1836,,None,N,Y,N,N,N,N,N,N,N
1861-1837,,None,N,Y,N,N,N,N,N,N,N
1861-1838,,None,N,Y,N,N,N,N,N,N,N
1861-1839,,None,N,Y,N,N,N,N,N,N,N
1861-1840,,None,N,Y,N,N,N,N,N,N,N
1861-1850,,None,N,Y,N,N,N,N,N,N,N
1861-1856,,None,N,Y,N,N,N,N,N,N,N
18-BF,,None,N,Y,N,N,N,N,N,N,N
1901-0001,,None,N,Y,N,N,N,N,N,N,N
1901-0021,,None,N,Y,N,N,N,N,N,N,N
1901-0026,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
1901-0038,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0060,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0064,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0066,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0094,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0129,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0137,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0143,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0271,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0278,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0310,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0383,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0404,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0419,8414.59.00.30,None,N,Y,N,N,N,N,N,N,N
1901-0428,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0429,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0487,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0490,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0491,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0515,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0524,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0526,8414.59.00.30,None,N,Y,N,N,N,N,N,N,N
1901-0553,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0554,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0556,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0557,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0558,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0560,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0563,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0564,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0610,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0631,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0633,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0634,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0699,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0735,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0758,8414.59.00.30,None,N,Y,N,N,N,N,N,N,N
1901-0769,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0804,8414.59.00.30,None,N,Y,N,N,N,N,N,N,N
1901-0805,8414.59.00.30,None,N,Y,N,N,N,N,N,N,N
1901-0811,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0812,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0813,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0814,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0912,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0913,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0918,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1901-0920,,None,N,Y,N,N,N,N,N,N,N
1901-0924,,None,N,Y,N,N,N,N,N,N,N
1901-0927,,None,N,Y,N,N,N,N,N,N,N
1901-0928,,None,N,Y,N,N,N,N,N,N,N
1901-0930,,None,N,Y,N,N,N,N,N,N,N
1901-0931,,None,N,Y,N,N,N,N,N,N,N
1901-0932,,None,N,Y,N,N,N,N,N,N,N
1901-0933,,None,N,Y,N,N,N,N,N,N,N
1901-0949,,None,N,Y,N,N,N,N,N,N,N
1901-0956,,None,N,Y,N,N,N,N,N,N,N
1901-0958,,None,N,Y,N,N,N,N,N,N,N
1901-0959,,None,N,Y,N,N,N,N,N,N,N
1901-0960,,None,N,Y,N,N,N,N,N,N,N
1901-0961,,None,N,Y,N,N,N,N,N,N,N
1901-0962,,None,N,Y,N,N,N,N,N,N,N
1901-0963,,None,N,Y,N,N,N,N,N,N,N
1901-0964,,None,N,Y,N,N,N,N,N,N,N
1901-1900,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
1901-1901,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
1901-6009,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
1901-6060,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
1901-6232,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
1901-6233,7009.10.00.29,None,N,Y,N,N,N,N,N,N,N
1902-0024,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0061,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0062,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0174,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0175,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0181,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0185,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0398,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0409,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-0893,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1902-1081,8708.99.99.99,None,N,Y,N,N,N,N,N,N,N
1902-1704,9032.10.90.00,None,N,Y,N,N,N,N,N,N,N
1902-1705,9032.10.90.00,None,N,Y,N,N,N,N,N,N,N
1902-1706,9032.10.90.00,None,N,Y,N,N,N,N,N,N,N
1902-1707,9032.10.90.00,None,N,Y,N,N,N,N,N,N,N
1902-1708,9032.10.90.00,None,N,Y,N,N,N,N,N,N,N
1902-1833,,None,N,Y,N,N,N,N,N,N,N
1902-1834,,None,N,Y,N,N,N,N,N,N,N
1902-7607,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0005,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0008,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0009,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0010,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0011,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0017,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0018,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0019,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1903-0029,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0017,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0045,,None,N,Y,N,N,N,N,N,N,N
1904-0092,8714.10.00.00,Dangerous,N,Y,N,N,N,N,N,N,N
1904-0093,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0097,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0139,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0142,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0173,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0179,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0182,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0183,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0184,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0185,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0192,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0194,8708.91.99.00,None,N,Y,N,N,N,N,N,N,N
1904-0195,8708.91.99.00,None,N,Y,N,N,N,N,N,N,N
1904-0196,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0197,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0198,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0200,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0202,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-0207,,None,N,Y,N,N,N,N,N,N,N
1904-0283,8714.10.00.00,Dangerous,N,Y,N,N,N,N,N,N,N
1904-0298,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-1764,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-6452,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1904-6453,4016.99.90.90,None,N,Y,N,N,N,N,N,N,N
1907-5011,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1907-9071,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1910-2150,8714.10.00.00,None,Y,Y,N,N,N,N,N,N,N
1910-2153,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1910-2161,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1913-0000,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1914-1526,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1914-4011,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1914-4012,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1914-4013,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1925-6789,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
1925-6989,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
194353,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
194439,7318.15.00.10,None,N,Y,N,N,N,N,N,N,N
194694,7318.15.00.49,None,N,Y,N,N,N,N,N,N,N
194695,7318.15.00.49,None,N,Y,N,N,N,N,N,N,N
194897,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
194925,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
195766,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
195813,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
196600,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
196873,3926.90.91.20,None,N,Y,N,N,N,N,N,N,N
196913,8716.90.99.90,None,N,Y,N,N,N,N,N,N,N
197342,4202.92.20.90,None,N,Y,N,N,N,N,N,N,N
199570,,None,N,Y,N,N,N,N,N,N,N
19CHM,,None,N,Y,N,N,N,N,N,N,N
2001-0053,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0055,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0074,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0077,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0078,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0095,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0097,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0099,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0101,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0104,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0124,,None,N,Y,N,N,N,N,N,N,N
2001-0154,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0242,,None,N,Y,N,N,N,N,N,N,N
2001-0249,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0277,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0278,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0328,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0340,,None,N,Y,N,N,N,N,N,N,N
2001-0368,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0369,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0370,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0371,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0375,8539.21.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0378,8539.22.90.90,None,N,Y,N,N,N,N,N,N,N
2001-0380,8539.22.90.90,None,N,Y,N,N,N,N,N,N,N
2001-0417,,None,N,Y,N,N,N,N,N,N,N
2001-0511,,None,N,Y,N,N,N,N,N,N,N
2001-0551,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0552,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0553,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0554,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0555,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0556,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0557,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0559,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0560,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0563,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0582,,None,N,Y,N,N,N,N,N,N,N
2001-0618,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0653,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0655,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0705,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0706,,None,N,Y,N,N,N,N,N,N,N
2001-0707,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0708,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0710,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0786,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0804,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0806,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0815,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0816,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0817,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0819,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0820,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0823,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0824,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0854,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0855,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-0888,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0889,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-0901,8544.30.00.00,None,N,Y,N,N,N,N,N,N,N
2001-0957,8512.90.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1083,,None,N,Y,N,N,N,N,N,N,N
2001-1098,,None,N,Y,N,N,N,N,N,N,N
2001-1161,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1184,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1185,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1187,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1188,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1210,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1262,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1264,8536.69.00.90,None,N,Y,N,N,N,N,N,N,N
2001-1266,8544.30.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1274,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1333,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1339,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1340,,None,N,Y,N,N,N,N,N,N,N
2001-1341,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1342,,None,N,Y,N,N,N,N,N,N,N
2001-1343,,None,N,Y,N,N,N,N,N,N,N
2001-1362,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1363,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1377,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1397,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1398,8544.30.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1450,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1451,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1461,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1478,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1479,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1480,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1481,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1482,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1502,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1523,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1539,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1541,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1544,8512.20.00.20,None,Y,Y,N,N,N,N,N,N,N
2001-1550,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1552,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1555,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1556,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1558,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1565,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1567,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1571,8544.30.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1572,,None,N,Y,N,N,N,N,N,N,N
2001-1573,,None,N,Y,N,N,N,N,N,N,N
2001-1574,,None,N,Y,N,N,N,N,N,N,N
2001-1575,,None,N,Y,N,N,N,N,N,N,N
2001-1719,,None,N,Y,N,N,N,N,N,N,N
2001-1720,,None,N,Y,N,N,N,N,N,N,N
2001-1727,,None,N,Y,N,N,N,N,N,N,N
2001-1728,,None,N,Y,N,N,N,N,N,N,N
2001-1741,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1742,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1743,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1744,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1745,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1746,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1747,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1748,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1749,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1750,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1751,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1752,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1757,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1760,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1762,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1763,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1765,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1767,8539.50.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1801,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1802,,None,N,Y,N,N,N,N,N,N,N
2001-1816,,None,N,Y,N,N,N,N,N,N,N
2001-1821,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1826,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1827,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1828,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1830,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1831,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1832,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1833,,None,N,Y,N,N,N,N,N,N,N
2001-1835,8512.20.00.10,None,Y,Y,N,N,N,N,N,N,N
2001-1837,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1838,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1841,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1842,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1843,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1844,,None,N,Y,N,N,N,N,N,N,N
2001-1845,8512.20.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1856,8544.30.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1857,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1863,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1864,8512.20.00.20,None,N,Y,N,N,N,N,N,N,N
2001-1872,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1873,8512.90.00.10,None,N,Y,N,N,N,N,N,N,N
2001-1875,8714.10.00.00,None,N,Y,N,N,N,N,N,N,N
2001-1880,,None,N,Y,N,N,N,N,N,N,N
2001-1881,,None,N,Y,N,N,N,N,N,N,N
2001-1882,,None,N,Y,N,N,N,N,N,N,N
2001-1883,,None,N,Y,N,N,N,N,N,N,N
2001-1884,,None,N,Y,N,N,N,N,N,N,N
2001-1885,,None,N,Y,N,N,N,N,N,N,N
2001-1888,,None,N,Y,N,N,N,N,N,N,N
2001-1889,,None,N,Y,N,N,N,N,N,N,N
2001-1890,,None,N,Y,N,N,N,N,N,N,N
2001-1891,,None,N,Y,N,N,N,N,N,N,N
2001-1892,,None,N,Y,N,N,N,N,N,N,N
2001-1893,,None,N,Y,N,N,N,N,N,N,N
2001-1894,,None,N,Y,N,N,N,N,N,N,N
2001-1895,,None,N,Y,N,N,N,N,N,N,N
2001-1896,,None,N,Y,N,N,N,N,N,N,N
2001-1897,,None,N,Y,N,N,N,N,N,N,N
2001-1898,,None,N,Y,N,N,N,N,N,N,N
2001-1901,,None,N,Y,N,N,N,N,N,N,N
2001-1903,,None,N,Y,N,N,N,N,N,N,N
2001-1904,,None,N,Y,N,N,N,N,N,N,N
2001-1912,,None,N,Y,N,N,N,N,N,N,N
2001-1913,,None,N,Y,N,N,N,N,N,N,N
2001-1914,,None,N,Y,N,N,N,N,N,N,N
2001-1923,,None,N,Y,N,N,N,N,N,N,N
2001-1924,,None,N,Y,N,N,N,N,N,N,N
2001-1942,,None,N,Y,N,N,N,N,N,N,N
2001-1946,,None,N,Y,N,N,N,N,N,N,N
2001-1947,,None,N,Y,N,N,N,N,N,N,N
2001-1948,,None,N,Y,N,N,N,N,N,N,N
2001-1949,,None,N,Y,N,N,N,N,N,N,N
2001-1951,,None,N,Y,N,N,N,N,N,N,N
2001-1953,,None,N,Y,N,N,N,N,N,N,N
2001-1955,,None,N,Y,N,N,N,N,N,N,N
2001-1956,,None,N,Y,N,N,N,N,N,N,N
2001-1957,,None,N,Y,N,N,N,N,N,N,N
2001-1958,,None,N,Y,N,N,N,N,N,N,N
2001-1959,,None,N,Y,N,N,N,N,N,N,N
2001-1960,,None,N,Y,N,N,N,N,N,N,N
2001-1961,,None,N,Y,N,N,N,N,N,N,N
2001-1962,,None,N,Y,N,N,N,N,N,N,N
2001-1963,,None,N,Y,N,N,N,N,N,N,N
2001-1964,,None,N,Y,N,N,N,N,N,N,N
2001-1965,,None,N,Y,N,N,N,N,N,N,N
2001-1966,,None,N,Y,N,N,N,N,N,N,N
2001-1967,,None,N,Y,N,N,N,N,N,N,N
2001-1969,,None,N,Y,N,N,N,N,N,N,N
2001-1970,,None,N,Y,N,N,N,N,N,N,N
2001-1971,,None,N,Y,N,N,N,N,N,N,N
2001-1973,,None,N,Y,N,N,N,N,N,N,N
2001-1974,,None,N,Y,N,N,N,N,N,N,N
2001-1975,,None,N,Y,N,N,N,N,N,N,N
2001-1977,,None,N,Y,N,N,N,N,N,N,N
2001-1981,,None,N,Y,N,N,N,N,N,N,N
2001-1985,,None,N,Y,N,N,N,N,N,N,N
2001-1986,,None,N,Y,N,N,N,N,N,N,N
2001-1988,,None,N,Y,N,N,N,N,N,N,N
2001-1989,,None,N,Y,N,N,N,N,N,N,N
2001-1991,,None,N,Y,N,N,N,N,N,N,N
2001-1994,,None,N,Y,N,N,N,N,N,N,N
2001-1995,,None,N,Y,N,N,N,N,N,N,N
2001-1996,,None,N,Y,N,N,N,N,N,N,N
2001-1997,,None,N,Y,N,N,N,N,N,N,N
2001-1999,,None,N,Y,N,N,N,N,N,N,N
2001-2002,,None,N,Y,N,N,N,N,N,N,N
2001-2010,,None,N,Y,N,N,N,N,N,N,N
2001-2013,,None,N,Y,N,N,N,N,N,N,N
2001-2014,,None,N,Y,N,N,N,N,N,N,N
2001-2017,,None,N,Y,N,N,N,N,N,N,N
2001-2020,,None,N,Y,N,N,N,N,N,N,N
2001-2022,,None,N,Y,N,N,N,N,N,N,N
2001-2023,,None,N,Y,N,N,N,N,N,N,N
2001-2025,,None,N,Y,N,N,N,N,N,N,N
2001-2026,,None,N,Y,N,N,N,N,N,N,N
2001-2031,,None,N,Y,N,N,N,N,N,N,N
2001-2032,,None,N,Y,N,N,N,N,N,N,N
2001-2034,,None,N,Y,N,N,N,N,N,N,N
2001-2036,,None,N,Y,N,N,N,N,N,N,N
2001-2038,,None,N,Y,N,N,N,N,N,N,N
2001-2039,,None,N,Y,N,N,N,N,N,N,N
2001-2042,,None,N,Y,N,N,N,N,N,N,N
2001-2045,,None,N,Y,N,N,N,N,N,N,N
2001-2047,,None,N,Y,N,N,N,N,N,N,N
2001-2048,,None,N,Y,N,N,N,N,N,N,N
2001-2050,,None,N,Y,N,N,N,N,N,N,N
2001-2052,,None,N,Y,N,N,N,N,N,N,N
2001-2053,,None,N,Y,N,N,N,N,N,N,N
2001-2055,,None,N,Y,N,N,N,N,N,N,N
2001-2057,,None,N,Y,N,N,N,N,N,N,N
2001-2058,,None,N,Y,N,N,N,N,N,N,N
2001-2060,,None,N,N,N,N,N,N,N,N,N
2001-2061,,None,N,Y,N,N,N,N,N,N,N
2001-2064,,None,N,Y,N,N,N,N,N,N,N
